,symbol,isin,close,ema_20,ema_50,period_high,period_low,volume,avg_volume_50d,volume_ratio,price_drop_pct
1379,TATACHEM,INE092A01019,837.3,841.8407134458373,851.6558266170139,888.15,756.0,444697,695264.0,0.6396088392322916,5.725384225637564
1380,TATACONSUM,INE192A01025,1165.8,1106.5103156467087,1051.884986521371,1180.5,930.1,1477319,1920314.78,0.7693108522551704,1.2452350698856454
1381,TATAPOWER,INE245A01021,384.4,381.610585901437,370.67417003117873,403.3,326.35,4942900,6714720.96,0.7361288770516534,4.686337713860659
1382,TATAMOTORS,INE155A01022,644.25,646.3702385820756,661.3393405570185,723.05,535.75,19485917,14387591.06,1.354355772188593,10.898278127377077
1383,SURAKSHA,INE877V01027,299.2,296.55027848138775,294.91948247484294,321.5,231.0,23783,108688.64,0.21881771636851838,6.936236391912912
1384,TATATECH,INE142M01025,657.85,675.7674111484821,690.4682546762815,764.0,597.0,3045604,2536540.7,1.2006919502612357,13.893979057591622
1385,TATASTEEL,INE081A01020,140.08,141.23806528754292,141.08460987023673,160.1,125.3,29205042,41765721.0,0.6992586575962618,12.504684572142398
1386,TBOTEK,INE673O01025,1123.3,1110.2953433610699,1232.5476258398537,1653.2,996.0,311872,282054.08,1.1057170312870497,32.05298814420518
1387,TATVA,INE0GK401011,704.5,714.091023305497,718.4277969737828,802.5,621.0,14765,55523.74,0.26592228837610726,12.21183800623053
1388,TBZ,INE760L01018,195.52,198.70938748069204,191.32115139241841,232.65,155.99,213684,313842.12,0.6808646334660242,15.959595959595957
1389,TCI,INE688A01022,1042.7,1085.193017149893,1059.2597585571793,1172.0,876.0,21565,34622.1,0.6228680524867065,11.032423208191123
1390,TCIEXP,INE586V01016,674.65,670.704033658656,679.984968117282,738.6,601.0,11482,36477.86,0.31476627192494294,8.658272407256979
1391,TDPOWERSYS,INE419M01027,432.4,414.58683207778455,392.92246243785985,449.0,293.0,829835,798689.78,1.0389953906759644,3.697104677060139
1392,TEGA,INE011K01018,1351.6,1406.546738943053,1421.7684782497147,1535.85,1200.05,14311,45822.42,0.3123143648895017,11.996614252693949
1393,TECHNOE,INE285K01026,1063.5,1054.1732189664122,1044.4342110254322,1167.9,785.15,179928,367105.08,0.4901266961492333,8.939121500128442
1394,TEJASNET,INE010J01012,702.3,806.5854464918006,815.0906193239475,914.4,646.55,3520006,2967787.06,1.1860709440521653,23.195538057742784
1395,TEMBO,INE869Y01010,417.75,465.3430628659875,524.9135928560797,715.8,405.05,33647,43203.54,0.7788019222498896,41.638725901089686
1396,TEXMOPIPES,INE141K01013,57.5,57.2616048732285,55.819971266406995,68.5,44.5,72058,144624.46,0.4982421369110039,16.05839416058394
1397,TEXINFRA,INE435C01024,96.37,101.70357345888218,103.26083944762131,115.0,85.35,154834,487789.06,0.3174199929781123,16.199999999999996
1398,TERASOFT,INE482B01010,216.17,214.119190073648,207.8607505360468,234.52,162.85,16410,22018.98,0.7452661294937368,7.82449258059015
1399,TFCILTD,INE305A01015,202.55,181.92553577303008,167.29718374790238,204.01,122.32,2698064,1715883.04,1.5724055411142708,0.7156511935689327
1400,TEXRAIL,INE621L01012,134.75,140.5513364866422,143.86505574298647,156.5,119.06,1224503,2474820.04,0.4947846632113097,13.89776357827476
1401,THEINVEST,INE924D01017,138.1,139.25052516733865,141.86155742936748,173.99,111.15,7863,47593.3,0.16521233030699697,20.627622277142372
1402,THEMISMED,INE083B01024,129.27,136.98569263783153,156.5904603363721,210.88,115.0,29200,186602.98,0.15648195972004306,38.6997344461305
1403,THOMASCOOK,INE332A01027,134.34,139.00384138649898,139.64902357465346,154.05,118.25,1018789,1271785.28,0.8010699730696679,12.794547224926974
1404,THOMASCOTT,INE480M01011,323.4,319.63295592196505,338.5714798945334,428.25,274.75,6293,11652.02,0.5400780293888956,24.483362521891426
1405,TI,INE133E01013,286.62,269.60830583760213,273.7567577980086,313.5,199.53,881970,1526296.1,0.5778498680564014,8.574162679425836
1406,THYROCARE,INE594H01019,878.1,787.7524651878334,759.3962301348652,938.8,658.0,75414,120084.52,0.6280076732621324,6.4657008947592605
1407,TICL,INE388G01026,36.61,36.37534242973636,38.19570878812895,55.0,28.6,44172,72521.22,0.6090906909729318,33.43636363636364
1408,TIL,INE806C01018,214.13,225.5682303052837,224.24611183040827,260.08,165.4,16982,51402.38,0.3303738075941231,17.667640725930482
1409,TIMESGTY,INE289C01025,175.16,174.86653721594098,173.127052655333,204.54,154.4,11655,7016.6,1.6610609126927571,14.363938593918057
1410,TIMETECHNO,INE508G01029,337.6,365.0567245619325,376.9864031701035,437.35,325.65,829461,1233350.74,0.6725264542347459,22.807819823939635
1411,TIPSFILMS,INE0LQS01015,496.0,499.1136556423958,513.4869612627455,566.0,424.4,1410,3197.66,0.4409474428175604,12.36749116607774
1412,TIPSMUSIC,INE716B01029,629.55,648.7374346485279,649.9176507098159,702.0,551.3,153488,240125.28,0.6391996711050165,10.320512820512826
1413,TIRUMALCHM,INE338A01024,245.03,257.8126626071726,254.4486730548993,287.84,201.27,172673,401743.98,0.4298085561854592,14.872846025569753
1414,TIRUPATIFL,INE319Y01024,32.26,33.06706381761674,35.95187003172526,41.67,29.2,188945,185335.74,1.019474171576405,22.582193424526046
1415,TITAGARH,INE615H01020,747.1,778.0861308505368,798.7517909862901,868.0,654.55,958002,1999104.78,0.4792155016506939,13.928571428571427
1416,TMB,INE668A01016,437.75,434.12701689322205,428.8805445619407,482.0,401.0,114804,104247.84,1.1012602275500385,9.180497925311204
1417,TNPETRO,INE148A01019,74.27,73.07434768145141,72.29847378690282,77.04,63.66,87025,165364.36,0.5262621280667733,3.595534787123585
1418,TNPL,INE107A01015,131.64,131.64075727698432,136.01562649701629,160.95,115.5,78426,256588.7,0.3056486899072328,18.21062441752097
1419,TOKYOPLAST,INE932C01012,132.27,125.81496011794566,122.36863907945437,138.7,110.0,11034,16694.52,0.6609354446848427,4.63590483056956
1420,TOLINS,INE0RWQ01014,129.96,126.20250404511206,130.42154663976476,147.03,107.72,37336,129251.8,0.2888625148740675,11.609875535604974
1421,TOUCHWOOD,INE486Y01013,80.0,81.24565831324036,88.2130841339983,127.0,74.0,241,22668.96,0.0106312773060608,37.00787401574803
1422,TOTAL,INE336X01012,70.87,73.12816518698206,71.90860285372032,86.39,61.99,13760,54768.16,0.2512408669562753,17.965042250260442
1423,TPLPLASTEH,INE413G01022,80.89,82.1408280853363,81.61205633314076,93.99,60.01,36194,94609.74,0.3825610344135815,13.937652941802314
1424,TRANSRAILL,INE454P01035,461.1,487.7604068362295,503.8667878967164,624.35,394.55,1015698,1777123.78,0.5715403797027576,26.147193080804037
1425,TRACXN,INE0HMF01019,54.34,54.196422559864594,56.27964522286736,66.34,47.71,174250,521740.06,0.33397857162817823,18.088634308109736
1426,TREJHARA,INE00CA01015,241.35,230.57023586280232,215.83375558994229,279.7,168.0,11989,49733.36,0.24106555438844268,13.711119056131569
1427,TRANSWORLD,INE757B01015,278.8,281.65261091854927,285.49871503852836,307.0,234.12,23634,66094.54,0.3575787046857426,9.185667752442992
1428,TRF,INE391D01019,388.9,379.5227669482962,367.89840052333443,450.0,285.05,17658,70580.72,0.25018163600484666,13.577777777777783
1429,TREL,INE0O3901029,33.54,34.71499050710608,34.02087275038659,37.95,24.73,172921,475901.02,0.3633549682242749,11.620553359683804
1430,TRIDENT,INE064C01022,26.5,27.132332666595836,27.111362266072856,29.74,23.11,9596885,11398546.94,0.8419393323128255,10.894418291862806
1431,TRIGYN,INE948A01012,74.92,76.5948265787095,80.36609985822514,97.99,66.6,51355,106586.42,0.4818156008992515,23.543218695785278
1432,TRIVENI,INE256C01024,409.2,400.9961655001009,390.22999395258364,450.0,313.1,374405,583302.44,0.6418711363525241,9.066666666666668
1433,TTKHLTCARE,INE910C01018,1191.4,1215.0462475904233,1219.448163379258,1352.0,1101.05,4077,11309.46,0.36049466552779713,11.878698224852064
1434,TRITURBINE,INE152M01016,520.15,520.7158811659112,543.8779261136908,639.0,460.3,1366485,2737214.96,0.49922458410062176,18.599374021909238
1435,TTML,INE517B01013,56.82,59.055965540497446,60.932421891751424,70.16,50.1,2126880,5083105.78,0.41842135341122094,19.013683010262252
1436,TTKPRESTIG,INE690A01028,606.55,633.7997560797081,646.9263801386835,703.35,582.45,66897,58803.96,1.1376274659053573,13.762707044856768
1437,TVSELECT,INE236G01019,389.55,360.5828703124911,345.5537925537591,419.1,271.45,26265,91838.98,0.28598967453689056,7.050823192555479
1438,TVSSCS,INE395N01027,115.35,120.71012363195423,128.11122845177692,156.25,107.4,413981,1713232.06,0.2416374346858767,26.176000000000005
1439,TVTODAY,INE038F01029,165.94,166.54320425717523,168.06859715239182,176.99,147.52,39305,118014.66,0.3330518428812149,6.243290581388785
1440,UCOBANK,INE691A01018,31.05,31.56249640451921,34.00722169256072,40.75,26.81,12632473,9822879.26,1.286025478440015,23.80368098159509
1441,UDAICEMENT,INE225C01029,28.01,27.888027592021036,27.24721281048319,29.65,23.1,282378,449190.78,0.6286371238519187,5.531197301854965
1442,UCAL,INE139B01016,142.51,143.23556000789318,144.45111230353817,161.95,125.0,6479,16968.7,0.3818206462486814,12.003704847175053
1443,UDS,INE851I01011,282.2,292.72114835516226,298.1546515740557,331.4,255.6,85677,212752.92,0.40270657624816614,14.84610742305371
1444,UGARSUGAR,INE071E01023,43.05,45.01812325953524,46.3506077256531,53.48,39.06,110839,362151.9,0.306056657441256,19.50261780104712
1445,UFO,INE527H01019,67.12,69.39034748135256,72.56333096319987,84.44,60.12,46375,140359.54,0.33040148179453993,20.51160587399336
1446,UJJIVANSFB,INE551W01018,42.63,40.91426308442072,37.91176602272908,45.05,30.9,28524418,15559929.04,1.833197177613864,5.371809100998878
1447,UFLEX,INE516A01017,552.45,533.4705879609933,507.6815830586555,579.0,438.0,54605,96213.36,0.5675407240740787,4.585492227979267
1448,UMAEXPORTS,INE0GIU01018,70.57,79.46493595697048,85.14937758476783,106.78,70.12,68952,249654.8,0.2761893622714244,33.91084472747706
1449,UMIYA-MRO,INE398B01018,59.54,62.52977718451629,65.56276684923324,84.19,56.9,22591,27233.74,0.829522496726487,29.279011759116287
1450,UMANGDAIRY,INE864B01027,75.85,77.41201832898396,78.73593992385466,88.5,67.03,4340,9719.26,0.44653605315631023,14.293785310734469
1451,UNIDT,INE961D01019,206.14,217.14446649624344,223.62276673477766,255.95,185.28,24610,12208.32,2.0158383790726324,19.46083219378785
1452,UNICHEMLAB,INE351A01035,602.4,629.8425751620921,649.9873904044921,722.35,550.25,14889,55624.92,0.26766780069076956,16.605523638125568
1453,UNIECOM,INE00U401027,121.03,124.50046265623973,125.75611957671133,137.64,96.03,284175,684508.74,0.4151517480989359,12.067712874164478
1454,UNIMECH,INE0U3I01011,911.5,964.5881767891735,1004.3735201714402,1214.8,850.0,159011,164292.06,0.9678556590014149,24.96707276918011
1455,UNIENTER,INE037A01022,153.51,154.5803468948805,152.11225214405718,165.2,129.44,5197,9134.14,0.56896434694454,7.076271186440677
1456,UNIONBANK,INE692A01016,125.78,124.98904869661067,120.44548370325721,132.89,106.63,8664857,12473308.06,0.6946719313208399,5.350289713296701
1457,UNIVASTU,INE562X01013,256.56,249.86849791635368,248.37975813462137,286.46,208.5,6747,13056.3,0.5167620229314585,10.437757453047539
1458,UNITEDTEA,INE458F01011,392.65,399.80665962390026,407.29528843860095,447.95,350.1,3442,6343.0,0.5426454359136056,12.345127804442463
1459,UNIPARTS,INE244O01017,316.8,323.18453416751066,328.64722911033317,352.95,296.65,32324,104691.7,0.30875418013080314,10.242243943901396
1460,UNIVCABLES,INE279A01012,446.3,466.761917856375,503.0659784800732,589.75,407.25,20369,62852.42,0.32407662266623943,24.32386604493429
1461,UNOMINDA,INE405E01023,894.2,884.7987825587555,901.6125399919699,1036.0,767.6,482725,882403.7,0.5470568629755292,13.687258687258682
1462,UPL,INE628A01036,669.9,658.268048387221,637.9991121583414,692.2,588.85,1402279,2288361.56,0.6127873429232048,3.2216122507945775
1463,USHAMART,INE228A01035,289.25,307.8435676593531,315.67558748803583,349.95,278.55,531992,649084.32,0.819603838219355,17.345335047863976
1464,URAVIDEF,INE568Z01015,480.1,433.4525500449822,413.50974952244445,481.8,291.6,22225,24559.92,0.9049296577513283,0.35284350352843263
1465,USK,INE0N0Y01013,37.33,38.9431410906889,40.7249916449109,51.78,33.35,55920,148438.36,0.3767220279178509,27.90652761684048
1466,UTTAMSUGAR,INE786F01031,284.6,277.99598101716447,252.45675260486675,315.9,171.51,47428,142971.68,0.3317300321294399,9.908198797087673
1467,UTIAMC,INE094J01016,1019.3,1054.6119954917122,1045.2195971226154,1157.0,905.0,314608,188906.2,1.6654191339405482,11.901469317199659
1468,UGROCAP,INE583D01011,175.77,181.0127660819589,179.5991777583134,199.98,145.25,202748,369241.32,0.5490934763205808,12.106210621062097
1469,VAIBHAVGBL,INE884A01027,219.13,225.30455931967023,232.1320945021518,273.55,195.0,323205,482939.36,0.6692455135568159,19.893986474136362
1470,VALIANTLAB,INE0JWS01017,96.4,95.88288733760935,93.59616500834683,110.55,75.2,4330,98621.38,0.043905287068584924,12.799638172772493
1471,VARDHACRLC,INE116G01013,42.12,42.61328100807734,43.25017019590618,49.99,38.8,36847,64982.4,0.5670304574777171,15.743148629725953
1472,VALIANTORG,INE565V01010,322.2,331.9932642892844,311.18048620535063,386.9,227.05,51949,126978.68,0.4091159240275612,16.72266735590592
1473,VARROC,INE665L01035,432.05,436.78838553827575,453.3044548485862,528.45,374.1,124524,289772.94,0.42972956688088265,18.2420285741319
1474,VASCONEQ,INE893I01013,39.87,39.854708084825795,40.07021633904464,45.38,31.98,457729,1116795.92,0.4098591262761777,12.141912736888507
1475,VBL,INE200M01039,522.35,534.161320338861,530.3382329842267,568.5,419.55,22672997,9910191.22,2.287846570936297,8.11785400175901
1476,VASWANI,INE590L01019,40.43,40.72636767917746,41.22116761343739,51.7,33.3,42759,136668.1,0.31286745041454445,21.798839458413934
1477,VEEDOL,INE484C01030,1467.5,1469.6892107588421,1470.2364908580894,1583.0,1305.0,7505,15971.72,0.46989303594102577,7.296272899557802
1478,UNIVPHOTO,INE03V001013,193.98,195.50050149634504,194.55773197593072,210.0,174.0,1395,2206.48,0.6322287081686668,7.628571428571433
1479,VENUSREM,INE411B01019,302.85,314.62415032230535,308.412812669927,356.65,277.95,22329,49657.68,0.4496585422436167,15.084817047525572
1480,VENUSPIPES,INE0JA001018,1218.0,1252.4174390851797,1286.3333311933586,1508.6,1005.3,31833,89876.26,0.3541869677265165,19.2628927482434
1481,VENTIVE,INE781S01027,718.8,731.945621520151,715.1401428599961,810.4,523.4,99709,263662.9,0.3781684871098664,11.303060217176707
1482,VERANDA,INE0IQ001011,209.62,213.46575980728863,217.1841673942397,259.0,185.3,69373,241868.9,0.2868206702060496,19.065637065637063
1483,VEDL,INE205A01025,419.2,416.6153087098812,423.5525976019756,476.05,363.0,13507492,9990447.68,1.3520407125539344,11.942022896754548
1484,VGUARD,INE951I01027,360.65,356.08840012870434,355.68201372578835,373.8,300.0,562683,363031.06,1.5499582873156914,3.51792402354201
1485,VETO,INE918N01018,105.94,107.9454554712209,108.05704861602227,118.9,92.6,60219,95666.94,0.6294651004829882,10.899915895710688
1486,VHLTD,INE048C01025,116.31,115.77662065809395,115.64994288922662,126.3,103.0,2672,8558.88,0.31219038004972616,7.909738717339663
1487,VIDHIING,INE632C01026,434.25,431.83170828242135,439.723655350147,482.95,397.1,11260,34296.3,0.3283152993180022,10.083859612796353
1488,VIJAYA,INE043W01024,1000.5,1028.7085034059899,1031.442307660416,1180.0,740.0,322204,1752045.9,0.18390157472472612,15.21186440677966
1489,VINCOFE,INE498Q01014,97.01,97.0327320547429,97.23623964296667,107.55,75.0,413999,518226.24,0.7988769538184712,9.80009298000929
1490,VIMTALABS,INE579C01029,998.9,1011.7087169548189,990.3972691621227,1178.0,800.6,173423,193382.78,0.8967861564509518,15.203735144312397
1491,VINEETLAB,INE505Y01010,32.79,34.22317617287166,37.337039203628166,46.0,30.31,10001,39014.64,0.256339671466916,28.717391304347828
1492,VINDHYATEL,INE707A01012,1318.5,1335.726283671637,1389.8943309875508,1581.3,1160.3,10477,36512.76,0.28694078453669347,16.61923733636881
1493,VINYLINDIA,INE250B01029,275.2,280.39084530838807,275.71034283741176,324.8,215.1,16611,49535.48,0.3353354000001615,15.270935960591139
1494,VIPIND,INE054A01027,305.95,295.3355414708902,308.77254664150604,372.9,248.35,412129,705691.9,0.5840069866183811,17.95387503352105
1495,VISHNU,INE270I01022,425.1,429.9428852953388,428.6654022924403,482.3,336.0,162639,143254.02,1.1353189250814741,11.859838274932612
1496,VLEGOV,INE03HW01020,48.45,43.55055274753008,57.906568630805914,93.71,31.0,209873,643669.04,0.3260573166607485,48.29794045459395
1497,VISAKAIND,INE392A01021,62.04,62.60115298796096,66.13737369445785,84.17,55.05,96272,263255.04,0.36569860162981116,26.292028038493527
1498,VLSFINANCE,INE709A01018,238.24,237.63337784904226,236.3476917647268,281.96,186.9,26439,56043.02,0.4717625852425512,15.505745495814999
1499,VOLTAS,INE226A01021,1236.1,1300.9762538819439,1350.286680375045,1531.0,1182.7,2072635,2081868.84,0.9955646389327772,19.26192031352058
1500,VMM,INE01EA01019,118.48,108.33519855124682,106.44692479896993,118.48,95.99,106037163,14779643.76,7.174541194760164,0.0
1501,VSSL,INE050M01012,240.87,225.9859896894007,216.83059911947836,294.35,178.0,62865,125035.02,0.5027791413957465,18.168846611177177
1502,VRAJ,INE0S2V01010,152.3,158.9157784172531,164.88348378687598,188.45,135.0,21553,73178.36,0.2945269612491999,19.182807110639416
1503,VPRPL,INE0AE001013,172.64,174.33142910011563,179.5180344307553,194.45,147.99,400350,740885.8,0.5403666799930569,11.216250964258165
1504,VSTIND,INE710A01016,290.35,292.63119801363587,287.5933660834413,334.65,242.05,318666,563472.28,0.5655397990474349,13.23771104138651
1505,VRLLOG,INE366I01010,458.45,477.38583840910155,477.34528573681905,511.95,433.65,71483,80106.52,0.8923493368579736,10.450239281179803
1506,VSTL,INE0QTF01015,145.88,154.81710632428394,159.18986835546653,191.0,125.0,40436,64001.16,0.631801048605994,23.62303664921466
1507,VTL,INE825A01020,454.2,459.9336520375409,442.576265054694,509.6,361.1,165021,635049.22,0.2598554486847492,10.871271585557306
1508,WABAG,INE956G01038,1285.1,1388.9181579762562,1394.1417271030316,1615.0,1140.05,395468,491720.12,0.8042542574828949,20.42724458204335
1509,WALCHANNAG,INE711A01022,180.82,184.1358562311328,184.93967102882846,219.99,142.79,602648,604029.42,0.9977129921916716,17.805354788854043
1510,WEALTH,INE658T01017,941.0,950.1374484743335,984.7870061411883,1145.0,830.0,1719,3447.7,0.4985932650752676,17.81659388646288
1511,WCIL,INE0CJF01024,76.12,78.38504634802939,83.47278888027392,101.99,65.1,147028,274096.2,0.5364102092622954,25.365231885478963
1512,WANBURY,INE107F01022,236.82,250.9360809932258,238.72640861704096,292.5,154.01,112557,156515.58,0.7191424649226614,19.03589743589744
1513,WEBELSOLAR,INE855C01015,1309.2,1326.075568433686,1262.8539354785346,1589.9,803.5,298646,266810.82,1.1193174249829898,17.655198440153473
